report_date,location,value
3/19/16,Colombia-Narino-Narino,2
3/19/16,Colombia-Narino-Olaya_Herrera,0
3/19/16,Colombia-Narino-Ospina,0
3/19/16,Colombia-Narino-Francisco_Pizarro,1
3/19/16,Colombia-Narino-Policarpa,1
3/19/16,Colombia-Narino-Potosi,0
3/19/16,Colombia-Narino-Providencia,1
3/19/16,Colombia-Narino-Puerres,0
3/19/16,Colombia-Narino-Pupiales,0
3/19/16,Colombia-Narino-Ricaurte,0
3/19/16,Colombia-Narino-Roberto_Payan,0
3/19/16,Colombia-Narino-Samaniego,0
3/19/16,Colombia-Narino-Sandona,1
3/19/16,Colombia-Narino-San_Bernardo,0
3/19/16,Colombia-Narino-San_Lorenzo,1
3/19/16,Colombia-Narino-San_Pablo,0
3/19/16,Colombia-Narino-San_Pedro_De_Cartago,0
3/19/16,Colombia-Narino-Santa_Barbara,0
3/19/16,Colombia-Narino-Santacruz,0
3/19/16,Colombia-Narino-Sapuyes,0
3/19/16,Colombia-Narino-Taminango,0
3/19/16,Colombia-Narino-Tangua,0
3/19/16,Colombia-Narino-San_Andres_De_Tumaco,0
3/19/16,Colombia-Narino-Tuquerres,0
3/19/16,Colombia-Narino-Yacuanquer,1
3/19/16,Colombia-Norte_Santander-Unknown,19
3/19/16,Colombia-Norte_Santander-Cucuta,0
3/19/16,Colombia-Norte_Santander-Abrego,0
3/19/16,Colombia-Norte_Santander-Arboledas,53
3/19/16,Colombia-Norte_Santander-Bochalema,83
3/19/16,Colombia-Norte_Santander-Bucarasica,3
3/19/16,Colombia-Norte_Santander-Cacota,0
3/19/16,Colombia-Norte_Santander-Cachira,3
3/19/16,Colombia-Norte_Santander-Chinacota,0
3/19/16,Colombia-Norte_Santander-Chitaga,1
3/19/16,Colombia-Norte_Santander-Convencion,1
3/19/16,Colombia-Norte_Santander-Cucutilla,25
3/19/16,Colombia-Norte_Santander-Durania,0
3/19/16,Colombia-Norte_Santander-El_Carmen,12
3/19/16,Colombia-Norte_Santander-El_Tarra,27
3/19/16,Colombia-Norte_Santander-El_Zulia,0
3/19/16,Colombia-Norte_Santander-Gramalote,19
3/19/16,Colombia-Norte_Santander-Hacari,1
3/19/16,Colombia-Norte_Santander-Herran,0
3/19/16,Colombia-Norte_Santander-Labateca,0
3/19/16,Colombia-Norte_Santander-La_Esperanza,9
3/19/16,Colombia-Norte_Santander-La_Playa,11
3/19/16,Colombia-Norte_Santander-Los_Patios,0
3/19/16,Colombia-Norte_Santander-Lourdes,4
3/19/16,Colombia-Norte_Santander-Mutiscua,0
3/19/16,Colombia-Norte_Santander-Ocana,0
3/19/16,Colombia-Norte_Santander-Pamplona,2
3/19/16,Colombia-Norte_Santander-Pamplonita,4
3/19/16,Colombia-Norte_Santander-Puerto_Santander,0
3/19/16,Colombia-Norte_Santander-Ragonvalia,0
3/19/16,Colombia-Norte_Santander-Salazar,87
3/19/16,Colombia-Norte_Santander-San_Calixto,2
3/19/16,Colombia-Norte_Santander-San_Cayetano,0
3/19/16,Colombia-Norte_Santander-Santiago,0
3/19/16,Colombia-Norte_Santander-Sardinata,0
3/19/16,Colombia-Norte_Santander-Silos,0
3/19/16,Colombia-Norte_Santander-Teorama,4
3/19/16,Colombia-Norte_Santander-Tibu,0
3/19/16,Colombia-Norte_Santander-Toledo,8
3/19/16,Colombia-Norte_Santander-Villa_Caro,2
3/19/16,Colombia-Norte_Santander-Villa_Del_Rosario,0
3/19/16,Colombia-Quindio-Unknown,5
3/19/16,Colombia-Quindio-Armenia,0
3/19/16,Colombia-Quindio-Buenavista,1
3/19/16,Colombia-Quindio-Calarca,10
3/19/16,Colombia-Quindio-Circasia,5
3/19/16,Colombia-Quindio-Cordoba,1
3/19/16,Colombia-Quindio-Filandia,3
3/19/16,Colombia-Quindio-Genova,0
3/19/16,Colombia-Quindio-La_Tebaida,0
3/19/16,Colombia-Quindio-Montenegro,0
3/19/16,Colombia-Quindio-Pijao,0
3/19/16,Colombia-Quindio-Quimbaya,15
3/19/16,Colombia-Quindio-Salento,0
3/19/16,Colombia-Risaralda-Unknown,0
3/19/16,Colombia-Risaralda-Pereira,0
3/19/16,Colombia-Risaralda-Apia,0
3/19/16,Colombia-Risaralda-Balboa,0
3/19/16,Colombia-Risaralda-Belen_De_Umbria,0
3/19/16,Colombia-Risaralda-Dosquebradas,0
3/19/16,Colombia-Risaralda-Guatica,0
3/19/16,Colombia-Risaralda-La_Celia,0
3/19/16,Colombia-Risaralda-La_Virginia,0
3/19/16,Colombia-Risaralda-Marsella,0
3/19/16,Colombia-Risaralda-Mistrato,0
3/19/16,Colombia-Risaralda-Pueblo_Rico,0
3/19/16,Colombia-Risaralda-Quinchia,1
3/19/16,Colombia-Risaralda-Santa_Rosa_De_Cabal,0
3/19/16,Colombia-Risaralda-Santuario,0
3/19/16,Colombia-Santander-Unknown,4
3/19/16,Colombia-Santander-Bucaramanga,0
3/19/16,Colombia-Santander-Aguada,0
3/19/16,Colombia-Santander-Albania,0
3/19/16,Colombia-Santander-Aratoca,0
3/19/16,Colombia-Santander-Barbosa,0
3/19/16,Colombia-Santander-Barichara,0
3/19/16,Colombia-Santander-Barrancabermeja,0
3/19/16,Colombia-Santander-Betulia,1
3/19/16,Colombia-Santander-Bolivar,0
3/19/16,Colombia-Santander-Cabrera,0
3/19/16,Colombia-Santander-California,0
3/19/16,Colombia-Santander-Capitanejo,174
3/19/16,Colombia-Santander-Carcasi,0
3/19/16,Colombia-Santander-Cepita,0
3/19/16,Colombia-Santander-Cerrito,0
3/19/16,Colombia-Santander-Charala,1
3/19/16,Colombia-Santander-Charta,0
3/19/16,Colombia-Santander-Chima,0
3/19/16,Colombia-Santander-Chipata,0
3/19/16,Colombia-Santander-Cimitarra,20
3/19/16,Colombia-Santander-Concepcion,1
3/19/16,Colombia-Santander-Confines,0
3/19/16,Colombia-Santander-Contratacion,0
3/19/16,Colombia-Santander-Coromoro,0
3/19/16,Colombia-Santander-Curiti,2
3/19/16,Colombia-Santander-El_Carmen_De_Chucuri,0
3/19/16,Colombia-Santander-El_Guacamayo,0
3/19/16,Colombia-Santander-El_Penon,0
3/19/16,Colombia-Santander-El_Playon,57
3/19/16,Colombia-Santander-Encino,0
3/19/16,Colombia-Santander-Enciso,0
3/19/16,Colombia-Santander-Florian,0
3/19/16,Colombia-Santander-Floridablanca,0
3/19/16,Colombia-Santander-Galan,0
3/19/16,Colombia-Santander-Gambita,0
3/19/16,Colombia-Santander-Giron,0
3/19/16,Colombia-Santander-Guaca,2
3/19/16,Colombia-Santander-Guadalupe,6
3/19/16,Colombia-Santander-Guapota,0
3/19/16,Colombia-Santander-Guavata,1
3/19/16,Colombia-Santander-Gsepsa,1
3/19/16,Colombia-Santander-Hato,0
3/19/16,Colombia-Santander-Jesus_Maria,1
3/19/16,Colombia-Santander-Jordan,0
3/19/16,Colombia-Santander-La_Belleza,1
3/19/16,Colombia-Santander-Landazuri,0
3/19/16,Colombia-Santander-La_Paz,0
3/19/16,Colombia-Santander-Lebrija,0
3/19/16,Colombia-Santander-Los_Santos,3
3/19/16,Colombia-Santander-Macaravita,0
3/19/16,Colombia-Santander-Malaga,2
3/19/16,Colombia-Santander-Matanza,1
3/19/16,Colombia-Santander-Mogotes,0
3/19/16,Colombia-Santander-Molagavita,0
3/19/16,Colombia-Santander-Ocamonte,0
3/19/16,Colombia-Santander-Oiba,2
3/19/16,Colombia-Santander-Onzaga,0
3/19/16,Colombia-Santander-Palmar,1
3/19/16,Colombia-Santander-Palmas_Del_Socorro,3
3/19/16,Colombia-Santander-Paramo,2
3/19/16,Colombia-Santander-Piedecuesta,0
3/19/16,Colombia-Santander-Pinchote,1
3/19/16,Colombia-Santander-Puente_Nacional,1
3/19/16,Colombia-Santander-Puerto_Parra,1
3/19/16,Colombia-Santander-Puerto_Wilches,0
3/19/16,Colombia-Santander-Rionegro,16
3/19/16,Colombia-Santander-Sabana_De_Torres,99
3/19/16,Colombia-Santander-San_Andres,33
3/19/16,Colombia-Santander-San_Benito,1
3/19/16,Colombia-Santander-San_Gil,9
3/19/16,Colombia-Santander-San_Joaquin,2
3/19/16,Colombia-Santander-San_Jose_De_Miranda,0
3/19/16,Colombia-Santander-San_Miguel,4
3/19/16,Colombia-Santander-San_Vicente_De_Chucuri,0
3/19/16,Colombia-Santander-Santa_Barbara,0
3/19/16,Colombia-Santander-Santa_Helena_Del_Opon,0
3/19/16,Colombia-Santander-Simacota,1
3/19/16,Colombia-Santander-Socorro,33
3/19/16,Colombia-Santander-Suaita,1
3/19/16,Colombia-Santander-Sucre,1
3/19/16,Colombia-Santander-Surata,0
3/19/16,Colombia-Santander-Tona,0
3/19/16,Colombia-Santander-Valle_De_San_Jose,1
3/19/16,Colombia-Santander-Velez,4
3/19/16,Colombia-Santander-Vetas,0
3/19/16,Colombia-Santander-Villanueva,0
3/19/16,Colombia-Santander-Zapatoca,3
3/19/16,Colombia-Sucre-Unknown,7
3/19/16,Colombia-Sucre-Sincelejo,0
3/19/16,Colombia-Sucre-Buenavista,41
3/19/16,Colombia-Sucre-Caimito,0
3/19/16,Colombia-Sucre-Coloso,16
3/19/16,Colombia-Sucre-Corozal,0
3/19/16,Colombia-Sucre-Covenas,0
3/19/16,Colombia-Sucre-Chalan,5
3/19/16,Colombia-Sucre-El_Roble,8
3/19/16,Colombia-Sucre-Galeras,3
3/19/16,Colombia-Sucre-Guaranda,3
3/19/16,Colombia-Sucre-La_Union,22
3/19/16,Colombia-Sucre-Los_Palmitos,2
3/19/16,Colombia-Sucre-Majagual,14
3/19/16,Colombia-Sucre-Morroa,0
3/19/16,Colombia-Sucre-Ovejas,6
3/19/16,Colombia-Sucre-Palmito,8
3/19/16,Colombia-Sucre-Sampues,0
3/19/16,Colombia-Sucre-San_Benito_Abad,4
3/19/16,Colombia-Sucre-San_Juan_De_Betulia,37
3/19/16,Colombia-Sucre-San_Marcos,0
3/19/16,Colombia-Sucre-San_Onofre,11
3/19/16,Colombia-Sucre-San_Pedro,9
3/19/16,Colombia-Sucre-San_Luis_De_Since,15
3/19/16,Colombia-Sucre-Sucre,23
3/19/16,Colombia-Sucre-Tolu,104
3/19/16,Colombia-Sucre-Toluviejo,45
3/19/16,Colombia-Tolima-Unknown,99
3/19/16,Colombia-Tolima-Ibague,0
3/19/16,Colombia-Tolima-Alpujarra,0
3/19/16,Colombia-Tolima-Alvarado,38
3/19/16,Colombia-Tolima-Ambalema,6
3/19/16,Colombia-Tolima-Anzoategui,1
3/19/16,Colombia-Tolima-Armero_(Guayabal),7
3/19/16,Colombia-Tolima-Ataco,0
3/19/16,Colombia-Tolima-Cajamarca,7
3/19/16,Colombia-Tolima-Carmen_De_Apicala,0
3/19/16,Colombia-Tolima-Casabianca,0
3/19/16,Colombia-Tolima-Chaparral,0
3/19/16,Colombia-Tolima-Coello,18
3/19/16,Colombia-Tolima-Coyaima,52
3/19/16,Colombia-Tolima-Cunday,0
3/19/16,Colombia-Tolima-Dolores,94
3/19/16,Colombia-Tolima-Espinal,0
3/19/16,Colombia-Tolima-Falan,19
3/19/16,Colombia-Tolima-Flandes,0
3/19/16,Colombia-Tolima-Fresno,12
3/19/16,Colombia-Tolima-Guamo,0
3/19/16,Colombia-Tolima-Herveo,1
3/19/16,Colombia-Tolima-Honda,0
3/19/16,Colombia-Tolima-Icononzo,0
3/19/16,Colombia-Tolima-Lerida,0
3/19/16,Colombia-Tolima-Libano,19
3/19/16,Colombia-Tolima-Mariquita,0
3/19/16,Colombia-Tolima-Melgar,0
3/19/16,Colombia-Tolima-Murillo,0
3/19/16,Colombia-Tolima-Natagaima,0
3/19/16,Colombia-Tolima-Ortega,0
3/19/16,Colombia-Tolima-Palocabildo,2
3/19/16,Colombia-Tolima-Piedras,0
3/19/16,Colombia-Tolima-Planadas,0
3/19/16,Colombia-Tolima-Prado,0
3/19/16,Colombia-Tolima-Purificacion,0
3/19/16,Colombia-Tolima-Rioblanco,3
3/19/16,Colombia-Tolima-Roncesvalles,0
3/19/16,Colombia-Tolima-Rovira,44
3/19/16,Colombia-Tolima-Saldana,0
3/19/16,Colombia-Tolima-San_Antonio,95
3/19/16,Colombia-Tolima-San_Luis,0
3/19/16,Colombia-Tolima-Santa_Isabel,0
3/19/16,Colombia-Tolima-Suarez,0
3/19/16,Colombia-Tolima-Valle_De_San_Juan,0
3/19/16,Colombia-Tolima-Venadillo,0
3/19/16,Colombia-Tolima-Villahermosa,2
3/19/16,Colombia-Tolima-Villarrica,7
3/19/16,Colombia-Valle_Del_Cauca-Unknown,4
3/19/16,Colombia-Valle_Del_Cauca-Cali,0
3/19/16,Colombia-Valle_Del_Cauca-Alcala,27
3/19/16,Colombia-Valle_Del_Cauca-Andalucia,0
3/19/16,Colombia-Valle_Del_Cauca-Ansermanuevo,66
3/19/16,Colombia-Valle_Del_Cauca-Argelia,2
3/19/16,Colombia-Valle_Del_Cauca-Bolivar,22
3/19/16,Colombia-Valle_Del_Cauca-Guadalajara_De_Buga,0
3/19/16,Colombia-Valle_Del_Cauca-Bugalagrande,0
3/19/16,Colombia-Valle_Del_Cauca-Caicedonia,13
3/19/16,Colombia-Valle_Del_Cauca-Calima,3
3/19/16,Colombia-Valle_Del_Cauca-Candelaria,96
3/19/16,Colombia-Valle_Del_Cauca-Cartago,0
3/19/16,Colombia-Valle_Del_Cauca-Dagua,22
3/19/16,Colombia-Valle_Del_Cauca-El_Aguila,4
3/19/16,Colombia-Valle_Del_Cauca-El_Cairo,4
3/19/16,Colombia-Valle_Del_Cauca-El_Cerrito,63
3/19/16,Colombia-Valle_Del_Cauca-El_Dovio,0
3/19/16,Colombia-Valle_Del_Cauca-Florida,18
3/19/16,Colombia-Valle_Del_Cauca-Ginebra,13
3/19/16,Colombia-Valle_Del_Cauca-Guacari,0
3/19/16,Colombia-Valle_Del_Cauca-Jamundi,29
3/19/16,Colombia-Valle_Del_Cauca-La_Cumbre,2
3/19/16,Colombia-Valle_Del_Cauca-La_Union,63
3/19/16,Colombia-Valle_Del_Cauca-La_Victoria,196
3/19/16,Colombia-Valle_Del_Cauca-Obando,88
3/19/16,Colombia-Valle_Del_Cauca-Palmira,0
3/19/16,Colombia-Valle_Del_Cauca-Pradera,39
3/19/16,Colombia-Valle_Del_Cauca-Restrepo,6
3/19/16,Colombia-Valle_Del_Cauca-Riofrio,6
3/19/16,Colombia-Valle_Del_Cauca-Roldanillo,0
3/19/16,Colombia-Valle_Del_Cauca-San_Pedro,13
3/19/16,Colombia-Valle_Del_Cauca-Sevilla,5
3/19/16,Colombia-Valle_Del_Cauca-Toro,0
3/19/16,Colombia-Valle_Del_Cauca-Trujillo,8
3/19/16,Colombia-Valle_Del_Cauca-Tulua,0
3/19/16,Colombia-Valle_Del_Cauca-Ulloa,2
3/19/16,Colombia-Valle_Del_Cauca-Versalles,0
3/19/16,Colombia-Valle_Del_Cauca-Vijes,0
3/19/16,Colombia-Valle_Del_Cauca-Yotoco,0
3/19/16,Colombia-Valle_Del_Cauca-Yumbo,530
3/19/16,Colombia-Valle_Del_Cauca-Zarzal,0
3/19/16,Colombia-Valle_Del_Cauca-Buenaventura,0
3/19/16,Colombia-Arauca-Unknown,3
3/19/16,Colombia-Arauca-Arauca,0
3/19/16,Colombia-Arauca-Arauquita,0
3/19/16,Colombia-Arauca-Cravo_Norte,0
3/19/16,Colombia-Arauca-Fortul,0
3/19/16,Colombia-Arauca-Puerto_Rondon,0
3/19/16,Colombia-Arauca-Saravena,0
3/19/16,Colombia-Arauca-Tame,0
3/19/16,Colombia-Casanare-Unknown,10
3/19/16,Colombia-Casanare-Yopal,0
3/19/16,Colombia-Casanare-Aguazul,0
3/19/16,Colombia-Casanare-Chameza,0
3/19/16,Colombia-Casanare-Hato_Corozal,3
3/19/16,Colombia-Casanare-La_Salina,0
3/19/16,Colombia-Casanare-Mani,0
3/19/16,Colombia-Casanare-Monterrey,0
3/19/16,Colombia-Casanare-Nunchia,4
3/19/16,Colombia-Casanare-Orocue,0
3/19/16,Colombia-Casanare-Paz_De_Ariporo,13
3/19/16,Colombia-Casanare-Pore,5
3/19/16,Colombia-Casanare-Recetor,0
3/19/16,Colombia-Casanare-Sabanalarga,0
3/19/16,Colombia-Casanare-Sacama,0
3/19/16,Colombia-Casanare-San_Luis_De_Palenque,0
3/19/16,Colombia-Casanare-Tamara,1
3/19/16,Colombia-Casanare-Tauramena,0
3/19/16,Colombia-Casanare-Trinidad,0
3/19/16,Colombia-Casanare-Villanueva,70
3/19/16,Colombia-Putumayo-Unknown,6
3/19/16,Colombia-Putumayo-Mocoa,0
3/19/16,Colombia-Putumayo-Colon,0
3/19/16,Colombia-Putumayo-Orito,0
3/19/16,Colombia-Putumayo-Puerto_Asis,0
3/19/16,Colombia-Putumayo-Puerto_Caicedo,0
3/19/16,Colombia-Putumayo-Puerto_Guzman,0
3/19/16,Colombia-Putumayo-Leguizamo,22
3/19/16,Colombia-Putumayo-Sibundoy,0
3/19/16,Colombia-Putumayo-San_Francisco,0
3/19/16,Colombia-Putumayo-San_Miguel,0
3/19/16,Colombia-Putumayo-Santiago,0
3/19/16,Colombia-Putumayo-Valle_Del_Guamuez,0
3/19/16,Colombia-Putumayo-Villagarzon,0
3/19/16,Colombia-San_Andres-Unknown,11
3/19/16,Colombia-San_Andres-San_Andres,0
3/19/16,Colombia-San_Andres-Providencia,0
3/19/16,Colombia-Amazonas-Unknown,29
3/19/16,Colombia-Amazonas-Leticia,0
3/19/16,Colombia-Amazonas-El_Encanto,0
3/19/16,Colombia-Amazonas-La_Chorrera,0
3/19/16,Colombia-Amazonas-La_Pedrera,0
3/19/16,Colombia-Amazonas-La_Victoria,0
3/19/16,Colombia-Amazonas-Miriti_Parana,0
3/19/16,Colombia-Amazonas-Puerto_Alegria,0
3/19/16,Colombia-Amazonas-Puerto_Arica,0
3/19/16,Colombia-Amazonas-Puerto_Narino,0
3/19/16,Colombia-Amazonas-Puerto_Santander,0
3/19/16,Colombia-Amazonas-Tarapaca,0
3/19/16,Colombia-Guainia-Unknown,1
3/19/16,Colombia-Guainia-Inirida,4
3/19/16,Colombia-Guainia-Barranco_Minas,0
3/19/16,Colombia-Guainia-Mapiripana,0
3/19/16,Colombia-Guainia-San_Felipe,0
3/19/16,Colombia-Guainia-Puerto_Colombia,0
3/19/16,Colombia-Guainia-La_Guadalupe,0
3/19/16,Colombia-Guainia-Cacahual,0
3/19/16,Colombia-Guainia-Pana_Pana,0
3/19/16,Colombia-Guainia-Morichal,0
3/19/16,Colombia-Guaviare-Unknown,1
3/19/16,Colombia-Guaviare-San_Jose_Del_Guaviare,16
3/19/16,Colombia-Guaviare-Calamar,1
3/19/16,Colombia-Guaviare-El_Retorno,0
3/19/16,Colombia-Guaviare-Miraflores,0
3/19/16,Colombia-Vaupes-Unknown,0
3/19/16,Colombia-Vaupes-Mitu,8
3/19/16,Colombia-Vaupes-Caruru,0
3/19/16,Colombia-Vaupes-Pacoa,0
3/19/16,Colombia-Vaupes-Taraira,0
3/19/16,Colombia-Vaupes-Papunaua,0
3/19/16,Colombia-Vaupes-Yavarate,0
3/19/16,Colombia-Vichada-Unknown,1
3/19/16,Colombia-Vichada-Puerto_Carreno,0
3/19/16,Colombia-Vichada-La_Primavera,0
3/19/16,Colombia-Vichada-Santa_Rosalia,0
3/19/16,Colombia-Vichada-Cumaribo,7
3/26/16,Colombia-Antioquia-Unknown,3
3/26/16,Colombia-Antioquia-Medellin,45
3/26/16,Colombia-Antioquia-Abejorral,0
3/26/16,Colombia-Antioquia-Abriaqui,0
3/26/16,Colombia-Antioquia-Alejandria,0
3/26/16,Colombia-Antioquia-Amaga,0
3/26/16,Colombia-Antioquia-Amalfi,0
3/26/16,Colombia-Antioquia-Andes,0
3/26/16,Colombia-Antioquia-Angelopolis,0
3/26/16,Colombia-Antioquia-Angostura,0
3/26/16,Colombia-Antioquia-Anori,0
3/26/16,Colombia-Antioquia-Santafe_De_Antioquia,0
3/26/16,Colombia-Antioquia-Anza,0
3/26/16,Colombia-Antioquia-Apartado,4
3/26/16,Colombia-Antioquia-Arboletes,2
3/26/16,Colombia-Antioquia-Argelia,0
3/26/16,Colombia-Antioquia-Armenia,0
3/26/16,Colombia-Antioquia-Barbosa,0
3/26/16,Colombia-Antioquia-Belmira,0
3/26/16,Colombia-Antioquia-Bello,6
3/26/16,Colombia-Antioquia-Betania,0
3/26/16,Colombia-Antioquia-Betulia,0
3/26/16,Colombia-Antioquia-Ciudad_Bolivar,3
3/26/16,Colombia-Antioquia-Briceno,0
3/26/16,Colombia-Antioquia-Buritica,0
3/26/16,Colombia-Antioquia-Caceres,0
3/26/16,Colombia-Antioquia-Caicedo,0
3/26/16,Colombia-Antioquia-Caldas,1
3/26/16,Colombia-Antioquia-Campamento,0
3/26/16,Colombia-Antioquia-Canasgordas,2
3/26/16,Colombia-Antioquia-Caracoli,0
3/26/16,Colombia-Antioquia-Caramanta,0
3/26/16,Colombia-Antioquia-Carepa,0
3/26/16,Colombia-Antioquia-El_Carmen_De_Viboral,0
3/26/16,Colombia-Antioquia-Carolina,0
3/26/16,Colombia-Antioquia-Caucasia,5
3/26/16,Colombia-Antioquia-Chigorodo,1
3/26/16,Colombia-Antioquia-Cisneros,0
3/26/16,Colombia-Antioquia-Cocorna,0
3/26/16,Colombia-Antioquia-Concepcion,0
3/26/16,Colombia-Antioquia-Concordia,0
3/26/16,Colombia-Antioquia-Copacabana,0
3/26/16,Colombia-Antioquia-Dabeiba,0
3/26/16,Colombia-Antioquia-Don_Matias,0
3/26/16,Colombia-Antioquia-Ebejico,0
3/26/16,Colombia-Antioquia-El_Bagre,1
3/26/16,Colombia-Antioquia-Entrerrios,0
3/26/16,Colombia-Antioquia-Envigado,0
3/26/16,Colombia-Antioquia-Fredonia,0
3/26/16,Colombia-Antioquia-Frontino,0
3/26/16,Colombia-Antioquia-Giraldo,0
3/26/16,Colombia-Antioquia-Girardota,1
3/26/16,Colombia-Antioquia-Gomez_Plata,0
3/26/16,Colombia-Antioquia-Granada,0
3/26/16,Colombia-Antioquia-Guadalupe,0
3/26/16,Colombia-Antioquia-Guarne,0
3/26/16,Colombia-Antioquia-Guatape,0
3/26/16,Colombia-Antioquia-Heliconia,0
3/26/16,Colombia-Antioquia-Hispania,1
3/26/16,Colombia-Antioquia-Itagui,4
3/26/16,Colombia-Antioquia-Ituango,0
3/26/16,Colombia-Antioquia-Jardin,0
3/26/16,Colombia-Antioquia-Jerico,0
3/26/16,Colombia-Antioquia-La_Ceja,0
3/26/16,Colombia-Antioquia-La_Estrella,0
3/26/16,Colombia-Antioquia-La_Pintada,0
3/26/16,Colombia-Antioquia-La_Union,0
3/26/16,Colombia-Antioquia-Liborina,0
3/26/16,Colombia-Antioquia-Maceo,3
3/26/16,Colombia-Antioquia-Marinilla,0
3/26/16,Colombia-Antioquia-Montebello,0
3/26/16,Colombia-Antioquia-Murindo,0
3/26/16,Colombia-Antioquia-Mutata,1
3/26/16,Colombia-Antioquia-Narino,0
3/26/16,Colombia-Antioquia-Necocli,2
3/26/16,Colombia-Antioquia-Nechi,0
3/26/16,Colombia-Antioquia-Olaya,0
3/26/16,Colombia-Antioquia-Pe̡ol,0
3/26/16,Colombia-Antioquia-Peque,0
3/26/16,Colombia-Antioquia-Pueblorrico,0
3/26/16,Colombia-Antioquia-Puerto_Berrio,0
3/26/16,Colombia-Antioquia-Puerto_Nare,1
3/26/16,Colombia-Antioquia-Puerto_Triunfo,1
3/26/16,Colombia-Antioquia-Remedios,0
3/26/16,Colombia-Antioquia-Retiro,0
3/26/16,Colombia-Antioquia-Rionegro,1
3/26/16,Colombia-Antioquia-Sabanalarga,0
3/26/16,Colombia-Antioquia-Sabaneta,0
3/26/16,Colombia-Antioquia-Salgar,0
3/26/16,Colombia-Antioquia-San_Andres_De_Cuerquia,0
3/26/16,Colombia-Antioquia-San_Carlos,1
3/26/16,Colombia-Antioquia-San_Francisco,0
3/26/16,Colombia-Antioquia-San_Jeronimo,0
3/26/16,Colombia-Antioquia-San_Jose_De_La_Montana,0
3/26/16,Colombia-Antioquia-San_Juan_De_Uraba,0
3/26/16,Colombia-Antioquia-San_Luis,3
3/26/16,Colombia-Antioquia-San_Pedro,0
3/26/16,Colombia-Antioquia-San_Pedro_De_Uraba,0
3/26/16,Colombia-Antioquia-San_Rafael,0
3/26/16,Colombia-Antioquia-San_Roque,0
3/26/16,Colombia-Antioquia-San_Vicente,0
3/26/16,Colombia-Antioquia-Santa_Barbara,0
3/26/16,Colombia-Antioquia-Santa_Rosa_De_Osos,0
3/26/16,Colombia-Antioquia-Santo_Domingo,0
3/26/16,Colombia-Antioquia-El_Santuario,0
3/26/16,Colombia-Antioquia-Segovia,0
3/26/16,Colombia-Antioquia-Sonson,0
3/26/16,Colombia-Antioquia-Sopetran,0
3/26/16,Colombia-Antioquia-Tamesis,0
3/26/16,Colombia-Antioquia-Taraza,1
3/26/16,Colombia-Antioquia-Tarso,0
3/26/16,Colombia-Antioquia-Titiribi,0
3/26/16,Colombia-Antioquia-Toledo,0
3/26/16,Colombia-Antioquia-Turbo,2
3/26/16,Colombia-Antioquia-Uramita,1
3/26/16,Colombia-Antioquia-Urrao,0
3/26/16,Colombia-Antioquia-Valdivia,0
3/26/16,Colombia-Antioquia-Valparaiso,5
3/26/16,Colombia-Antioquia-Vegachi,0
3/26/16,Colombia-Antioquia-Venecia,0
3/26/16,Colombia-Antioquia-Vigia_Del_Fuerte,0
3/26/16,Colombia-Antioquia-Yali,0
3/26/16,Colombia-Antioquia-Yarumal,1
3/26/16,Colombia-Antioquia-Yolombo,0
3/26/16,Colombia-Antioquia-Yondo,0
3/26/16,Colombia-Antioquia-Zaragoza,0
3/26/16,Colombia-Barranquilla-Barranquilla,87
3/26/16,Colombia-Atlantico-Unknown,5
3/26/16,Colombia-Atlantico-Baranoa,1
3/26/16,Colombia-Atlantico-Campo_De_La_Cruz,0
3/26/16,Colombia-Atlantico-Candelaria,0
3/26/16,Colombia-Atlantico-Galapa,1
3/26/16,Colombia-Atlantico-Juan_De_Acosta,0
3/26/16,Colombia-Atlantico-Luruaco,0
3/26/16,Colombia-Atlantico-Malambo,6
3/26/16,Colombia-Atlantico-Manati,0
3/26/16,Colombia-Atlantico-Palmar_De_Varela,0
3/26/16,Colombia-Atlantico-Piojo,0
3/26/16,Colombia-Atlantico-Polonuevo,0
3/26/16,Colombia-Atlantico-Ponedera,0
3/26/16,Colombia-Atlantico-Puerto_Colombia,7
3/26/16,Colombia-Atlantico-Repelon,2
3/26/16,Colombia-Atlantico-Sabanagrande,0
3/26/16,Colombia-Atlantico-Sabanalarga,0
3/26/16,Colombia-Atlantico-Santa_Lucia,0
3/26/16,Colombia-Atlantico-Santo_Tomas,1
3/26/16,Colombia-Atlantico-Soledad,13
3/26/16,Colombia-Atlantico-Suan,0
3/26/16,Colombia-Atlantico-Tubara,5
3/26/16,Colombia-Atlantico-Usiacuri,1
3/26/16,Colombia-Desconocido-Desconocido,5
3/26/16,Colombia-Cartagena-Cartagena,66
3/26/16,Colombia-Bolivar-Unknown,2
3/26/16,Colombia-Bolivar-Achi,0
3/26/16,Colombia-Bolivar-Altos_Del_Rosario,0
3/26/16,Colombia-Bolivar-Arenal,3
3/26/16,Colombia-Bolivar-Arjona,4
3/26/16,Colombia-Bolivar-Arroyohondo,0
3/26/16,Colombia-Bolivar-Barranco_De_Loba,0
3/26/16,Colombia-Bolivar-Calamar,0
3/26/16,Colombia-Bolivar-Cantagallo,0
3/26/16,Colombia-Bolivar-Cicuco,0
3/26/16,Colombia-Bolivar-Cordoba,1
3/26/16,Colombia-Bolivar-Clemencia,0
3/26/16,Colombia-Bolivar-El_Carmen_De_Bolivar,2
