report_date,location,value
2/6/16,Colombia-Boyaca-El_Cocuy,0
2/6/16,Colombia-Boyaca-El_Espino,0
2/6/16,Colombia-Boyaca-Firavitoba,0
2/6/16,Colombia-Boyaca-Floresta,0
2/6/16,Colombia-Boyaca-Gachantiva,0
2/6/16,Colombia-Boyaca-Gameza,0
2/6/16,Colombia-Boyaca-Garagoa,0
2/6/16,Colombia-Boyaca-Guacamayas,0
2/6/16,Colombia-Boyaca-Guateque,0
2/6/16,Colombia-Boyaca-Guayata,0
2/6/16,Colombia-Boyaca-Guican,0
2/6/16,Colombia-Boyaca-Iza,0
2/6/16,Colombia-Boyaca-Jenesano,0
2/6/16,Colombia-Boyaca-Jerico,0
2/6/16,Colombia-Boyaca-Labranzagrande,0
2/6/16,Colombia-Boyaca-La_Capilla,0
2/6/16,Colombia-Boyaca-La_Victoria,0
2/6/16,Colombia-Boyaca-La_Uvita,0
2/6/16,Colombia-Boyaca-Villa_De_Leyva,0
2/6/16,Colombia-Boyaca-Macanal,0
2/6/16,Colombia-Boyaca-Maripi,0
2/6/16,Colombia-Boyaca-Miraflores,0
2/6/16,Colombia-Boyaca-Mongua,0
2/6/16,Colombia-Boyaca-Mongui,0
2/6/16,Colombia-Boyaca-Moniquira,0
2/6/16,Colombia-Boyaca-Motavita,0
2/6/16,Colombia-Boyaca-Muzo,5
2/6/16,Colombia-Boyaca-Nobsa,0
2/6/16,Colombia-Boyaca-Nuevo_Colon,0
2/6/16,Colombia-Boyaca-Oicata,0
2/6/16,Colombia-Boyaca-Otanche,1
2/6/16,Colombia-Boyaca-Pachavita,0
2/6/16,Colombia-Boyaca-Paez,0
2/6/16,Colombia-Boyaca-Paipa,0
2/6/16,Colombia-Boyaca-Pajarito,1
2/6/16,Colombia-Boyaca-Panqueba,0
2/6/16,Colombia-Boyaca-Pauna,0
2/6/16,Colombia-Boyaca-Paya,0
2/6/16,Colombia-Boyaca-Paz_De_Rio,0
2/6/16,Colombia-Boyaca-Pesca,0
2/6/16,Colombia-Boyaca-Pisba,0
2/6/16,Colombia-Boyaca-Puerto_Boyaca,12
2/6/16,Colombia-Boyaca-Quipama,0
2/6/16,Colombia-Boyaca-Ramiriqui,0
2/6/16,Colombia-Boyaca-Raquira,0
2/6/16,Colombia-Boyaca-Rondon,0
2/6/16,Colombia-Boyaca-Saboya,0
2/6/16,Colombia-Boyaca-Sachica,0
2/6/16,Colombia-Boyaca-Samaca,0
2/6/16,Colombia-Boyaca-San_Eduardo,0
2/6/16,Colombia-Boyaca-San_Jose_De_Pare,0
2/6/16,Colombia-Boyaca-San_Luis_De_Gaceno,1
2/6/16,Colombia-Boyaca-San_Mateo,0
2/6/16,Colombia-Boyaca-San_Miguel_De_Sema,0
2/6/16,Colombia-Boyaca-San_Pablo_De_Borbur,1
2/6/16,Colombia-Boyaca-Santana,0
2/6/16,Colombia-Boyaca-Santa_Maria,0
2/6/16,Colombia-Boyaca-Santa_Rosa_De_Viterbo,0
2/6/16,Colombia-Boyaca-Santa_Sofia,0
2/6/16,Colombia-Boyaca-Sativanorte,0
2/6/16,Colombia-Boyaca-Sativasur,0
2/6/16,Colombia-Boyaca-Siachoque,0
2/6/16,Colombia-Boyaca-Soata,0
2/6/16,Colombia-Boyaca-Socota,0
2/6/16,Colombia-Boyaca-Socha,0
2/6/16,Colombia-Boyaca-Sogamoso,0
2/6/16,Colombia-Boyaca-Somondoco,0
2/6/16,Colombia-Boyaca-Sora,0
2/6/16,Colombia-Boyaca-Sotaquira,0
2/6/16,Colombia-Boyaca-Soraca,0
2/6/16,Colombia-Boyaca-Susacon,0
2/6/16,Colombia-Boyaca-Sutamarchan,0
2/6/16,Colombia-Boyaca-Sutatenza,0
2/6/16,Colombia-Boyaca-Tasco,0
2/6/16,Colombia-Boyaca-Tenza,0
2/6/16,Colombia-Boyaca-Tibana,0
2/6/16,Colombia-Boyaca-Tibasosa,0
2/6/16,Colombia-Boyaca-Tinjaca,0
2/6/16,Colombia-Boyaca-Tipacoque,1
2/6/16,Colombia-Boyaca-Toca,0
2/6/16,Colombia-Boyaca-Togui,0
2/6/16,Colombia-Boyaca-Topaga,0
2/6/16,Colombia-Boyaca-Tota,0
2/6/16,Colombia-Boyaca-Tunungua,0
2/6/16,Colombia-Boyaca-Turmeque,0
2/6/16,Colombia-Boyaca-Tuta,0
2/6/16,Colombia-Boyaca-Tutaza,0
2/6/16,Colombia-Boyaca-Umbita,0
2/6/16,Colombia-Boyaca-Ventaquemada,0
2/6/16,Colombia-Boyaca-Viracacha,0
2/6/16,Colombia-Boyaca-Zetaquira,0
2/6/16,Colombia-Caldas-Unknown,0
2/6/16,Colombia-Caldas-Manizales,0
2/6/16,Colombia-Caldas-Aguadas,0
2/6/16,Colombia-Caldas-Anserma,0
2/6/16,Colombia-Caldas-Aranzazu,0
2/6/16,Colombia-Caldas-Belalcazar,0
2/6/16,Colombia-Caldas-Chinchina,1
2/6/16,Colombia-Caldas-Filadelfia,0
2/6/16,Colombia-Caldas-La_Dorada,1
2/6/16,Colombia-Caldas-La_Merced,0
2/6/16,Colombia-Caldas-Manzanares,0
2/6/16,Colombia-Caldas-Marmato,9
2/6/16,Colombia-Caldas-Marquetalia,0
2/6/16,Colombia-Caldas-Marulanda,0
2/6/16,Colombia-Caldas-Neira,0
2/6/16,Colombia-Caldas-Norcasia,0
2/6/16,Colombia-Caldas-Pacora,0
2/6/16,Colombia-Caldas-Palestina,3
2/6/16,Colombia-Caldas-Pensilvania,2
2/6/16,Colombia-Caldas-Riosucio,1
2/6/16,Colombia-Caldas-Risaralda,0
2/6/16,Colombia-Caldas-Salamina,0
2/6/16,Colombia-Caldas-Samana,1
2/6/16,Colombia-Caldas-San_Jose,0
2/6/16,Colombia-Caldas-Supia,0
2/6/16,Colombia-Caldas-Victoria,1
2/6/16,Colombia-Caldas-Villamaria,0
2/6/16,Colombia-Caldas-Viterbo,0
2/6/16,Colombia-Caqueta-Unknown,0
2/6/16,Colombia-Caqueta-Florencia,10
2/6/16,Colombia-Caqueta-Albania,0
2/6/16,Colombia-Caqueta-Belen_De_Los_Andaquies,0
2/6/16,Colombia-Caqueta-Cartagena_Del_Chaira,0
2/6/16,Colombia-Caqueta-Curillo,1
2/6/16,Colombia-Caqueta-El_Doncello,6
2/6/16,Colombia-Caqueta-El_Paujil,1
2/6/16,Colombia-Caqueta-La_Montanita,1
2/6/16,Colombia-Caqueta-Milan,0
2/6/16,Colombia-Caqueta-Morelia,1
2/6/16,Colombia-Caqueta-Puerto_Rico,0
2/6/16,Colombia-Caqueta-San_Jose_Del_Fragua,2
2/6/16,Colombia-Caqueta-San_Vicente_Del_Caguan,1
2/6/16,Colombia-Caqueta-Solano,0
2/6/16,Colombia-Caqueta-Solita,0
2/6/16,Colombia-Caqueta-Valparaiso,0
2/6/16,Colombia-Cauca-Unknown,0
2/6/16,Colombia-Cauca-Popayan,1
2/6/16,Colombia-Cauca-Almaguer,0
2/6/16,Colombia-Cauca-Argelia,1
2/6/16,Colombia-Cauca-Balboa,1
2/6/16,Colombia-Cauca-Bolivar,0
2/6/16,Colombia-Cauca-Buenos_Aires,0
2/6/16,Colombia-Cauca-Cajibio,0
2/6/16,Colombia-Cauca-Caldono,0
2/6/16,Colombia-Cauca-Caloto,0
2/6/16,Colombia-Cauca-Corinto,0
2/6/16,Colombia-Cauca-El_Tambo,0
2/6/16,Colombia-Cauca-Florencia,0
2/6/16,Colombia-Cauca-Guachene,0
2/6/16,Colombia-Cauca-Guapi,0
2/6/16,Colombia-Cauca-Inza,0
2/6/16,Colombia-Cauca-Jambalo,0
2/6/16,Colombia-Cauca-La_Sierra,0
2/6/16,Colombia-Cauca-La_Vega,0
2/6/16,Colombia-Cauca-Lopez,0
2/6/16,Colombia-Cauca-Mercaderes,1
2/6/16,Colombia-Cauca-Miranda,0
2/6/16,Colombia-Cauca-Morales,0
2/6/16,Colombia-Cauca-Padilla,0
2/6/16,Colombia-Cauca-Paez,0
2/6/16,Colombia-Cauca-Patia,0
2/6/16,Colombia-Cauca-Piamonte,0
2/6/16,Colombia-Cauca-Piendamo,0
2/6/16,Colombia-Cauca-Puerto_Tejada,0
2/6/16,Colombia-Cauca-Purace,0
2/6/16,Colombia-Cauca-Rosas,0
2/6/16,Colombia-Cauca-San_Sebastian,0
2/6/16,Colombia-Cauca-Santander_De_Quilichao,1
2/6/16,Colombia-Cauca-Santa_Rosa,0
2/6/16,Colombia-Cauca-Silvia,0
2/6/16,Colombia-Cauca-Sotara,0
2/6/16,Colombia-Cauca-Suarez,0
2/6/16,Colombia-Cauca-Sucre,0
2/6/16,Colombia-Cauca-Timbio,0
2/6/16,Colombia-Cauca-Timbiqui,0
2/6/16,Colombia-Cauca-Toribio,0
2/6/16,Colombia-Cauca-Totoro,0
2/6/16,Colombia-Cauca-Villa_Rica,0
2/6/16,Colombia-Cesar-Unknown,0
2/6/16,Colombia-Cesar-Valledupar,6
2/6/16,Colombia-Cesar-Aguachica,8
2/6/16,Colombia-Cesar-Agustin_Codazzi,0
2/6/16,Colombia-Cesar-Astrea,0
2/6/16,Colombia-Cesar-Becerril,0
2/6/16,Colombia-Cesar-Bosconia,0
2/6/16,Colombia-Cesar-Chimichagua,0
2/6/16,Colombia-Cesar-Chiriguana,0
2/6/16,Colombia-Cesar-Curumani,2
2/6/16,Colombia-Cesar-El_Copey,1
2/6/16,Colombia-Cesar-El_Paso,0
2/6/16,Colombia-Cesar-Gamarra,0
2/6/16,Colombia-Cesar-Gonzalez,0
2/6/16,Colombia-Cesar-La_Gloria,0
2/6/16,Colombia-Cesar-La_Jagua_De_Ibirico,0
2/6/16,Colombia-Cesar-Manaure,0
2/6/16,Colombia-Cesar-Pailitas,0
2/6/16,Colombia-Cesar-Pelaya,0
2/6/16,Colombia-Cesar-Pueblo_Bello,0
2/6/16,Colombia-Cesar-Rio_De_Oro,0
2/6/16,Colombia-Cesar-La_Paz,0
2/6/16,Colombia-Cesar-San_Alberto,0
2/6/16,Colombia-Cesar-San_Diego,0
2/6/16,Colombia-Cesar-San_Martin,0
2/6/16,Colombia-Cesar-Tamalameque,0
2/6/16,Colombia-Cordoba-Unknown,0
2/6/16,Colombia-Cordoba-Monteria,7
2/6/16,Colombia-Cordoba-Ayapel,0
2/6/16,Colombia-Cordoba-Buenavista,0
2/6/16,Colombia-Cordoba-Canalete,0
2/6/16,Colombia-Cordoba-Cerete,1
2/6/16,Colombia-Cordoba-Chima,0
2/6/16,Colombia-Cordoba-Chinu,0
2/6/16,Colombia-Cordoba-Cienaga_De_Oro,0
2/6/16,Colombia-Cordoba-Cotorra,0
2/6/16,Colombia-Cordoba-La_Apartada,0
2/6/16,Colombia-Cordoba-Lorica,0
2/6/16,Colombia-Cordoba-Los_Cordobas,0
2/6/16,Colombia-Cordoba-Momil,0
2/6/16,Colombia-Cordoba-Montelibano,1
2/6/16,Colombia-Cordoba-Monitos,0
2/6/16,Colombia-Cordoba-Planeta_Rica,0
2/6/16,Colombia-Cordoba-Pueblo_Nuevo,0
2/6/16,Colombia-Cordoba-Puerto_Escondido,0
2/6/16,Colombia-Cordoba-Puerto_Libertador,0
2/6/16,Colombia-Cordoba-Purisima,0
2/6/16,Colombia-Cordoba-Sahagun,1
2/6/16,Colombia-Cordoba-San_Andres_Sotavento,0
2/6/16,Colombia-Cordoba-San_Antero,0
2/6/16,Colombia-Cordoba-San_Bernardo_Del_Viento,0
2/6/16,Colombia-Cordoba-San_Carlos,0
2/6/16,Colombia-Cordoba-San_Jose_De_Ure,0
2/6/16,Colombia-Cordoba-San_Pelayo,0
2/6/16,Colombia-Cordoba-Tierralta,0
2/6/16,Colombia-Cordoba-Tuchin,1
2/6/16,Colombia-Cordoba-Valencia,0
2/6/16,Colombia-Cundinamarca-Unknown,0
2/6/16,Colombia-Cundinamarca-Agua_De_Dios,3
2/6/16,Colombia-Cundinamarca-Alban,0
2/6/16,Colombia-Cundinamarca-Anapoima,1
2/6/16,Colombia-Cundinamarca-Anolaima,0
2/6/16,Colombia-Cundinamarca-Arbelaez,0
2/6/16,Colombia-Cundinamarca-Beltran,0
2/6/16,Colombia-Cundinamarca-Bituima,0
2/6/16,Colombia-Cundinamarca-Bojaca,0
2/6/16,Colombia-Cundinamarca-Cabrera,0
2/6/16,Colombia-Cundinamarca-Cachipay,0
2/6/16,Colombia-Cundinamarca-Cajica,0
2/6/16,Colombia-Cundinamarca-Caparrapi,0
2/6/16,Colombia-Cundinamarca-Caqueza,1
2/6/16,Colombia-Cundinamarca-Carmen_De_Carupa,0
2/6/16,Colombia-Cundinamarca-Chaguani,0
2/6/16,Colombia-Cundinamarca-Chia,0
2/6/16,Colombia-Cundinamarca-Chipaque,0
2/6/16,Colombia-Cundinamarca-Choachi,0
2/6/16,Colombia-Cundinamarca-Choconta,0
2/6/16,Colombia-Cundinamarca-Cogua,0
2/6/16,Colombia-Cundinamarca-Cota,0
2/6/16,Colombia-Cundinamarca-Cucunuba,0
2/6/16,Colombia-Cundinamarca-El_Colegio,0
2/6/16,Colombia-Cundinamarca-El_Penon,1
2/6/16,Colombia-Cundinamarca-El_Rosal,0
2/6/16,Colombia-Cundinamarca-Facatativa,0
2/6/16,Colombia-Cundinamarca-Fomeque,0
2/6/16,Colombia-Cundinamarca-Fosca,0
2/6/16,Colombia-Cundinamarca-Funza,0
2/6/16,Colombia-Cundinamarca-Fuquene,0
2/6/16,Colombia-Cundinamarca-Fusagasuga,1
2/6/16,Colombia-Cundinamarca-Gachala,0
2/6/16,Colombia-Cundinamarca-Gachancipa,0
2/6/16,Colombia-Cundinamarca-Gacheta,0
2/6/16,Colombia-Cundinamarca-Gama,0
2/6/16,Colombia-Cundinamarca-Girardot,37
2/6/16,Colombia-Cundinamarca-Granada,0
2/6/16,Colombia-Cundinamarca-Guacheta,0
2/6/16,Colombia-Cundinamarca-Guaduas,2
2/6/16,Colombia-Cundinamarca-Guasca,0
2/6/16,Colombia-Cundinamarca-Guataqui,1
2/6/16,Colombia-Cundinamarca-Guatavita,0
2/6/16,Colombia-Cundinamarca-Guayabal_De_Siquima,0
2/6/16,Colombia-Cundinamarca-Guayabetal,0
2/6/16,Colombia-Cundinamarca-Gutierrez,0
2/6/16,Colombia-Cundinamarca-Jerusalen,0
2/6/16,Colombia-Cundinamarca-Junin,0
2/6/16,Colombia-Cundinamarca-La_Calera,0
2/6/16,Colombia-Cundinamarca-La_Mesa,1
2/6/16,Colombia-Cundinamarca-La_Palma,1
2/6/16,Colombia-Cundinamarca-La_Pena,0
2/6/16,Colombia-Cundinamarca-La_Vega,2
2/6/16,Colombia-Cundinamarca-Lenguazaque,0
2/6/16,Colombia-Cundinamarca-Macheta,0
2/6/16,Colombia-Cundinamarca-Madrid,0
2/6/16,Colombia-Cundinamarca-Manta,0
2/6/16,Colombia-Cundinamarca-Medina,0
2/6/16,Colombia-Cundinamarca-Mosquera,0
2/6/16,Colombia-Cundinamarca-Narino,2
2/6/16,Colombia-Cundinamarca-Nemocon,0
2/6/16,Colombia-Cundinamarca-Nilo,0
2/6/16,Colombia-Cundinamarca-Nimaima,0
2/6/16,Colombia-Cundinamarca-Nocaima,0
2/6/16,Colombia-Cundinamarca-Venecia,0
2/6/16,Colombia-Cundinamarca-Pacho,1
2/6/16,Colombia-Cundinamarca-Paime,0
2/6/16,Colombia-Cundinamarca-Pandi,0
2/6/16,Colombia-Cundinamarca-Paratebueno,0
2/6/16,Colombia-Cundinamarca-Pasca,0
2/6/16,Colombia-Cundinamarca-Puerto_Salgar,3
2/6/16,Colombia-Cundinamarca-Puli,1
2/6/16,Colombia-Cundinamarca-Quebradanegra,0
2/6/16,Colombia-Cundinamarca-Quetame,0
2/6/16,Colombia-Cundinamarca-Quipile,0
2/6/16,Colombia-Cundinamarca-Apulo,1
2/6/16,Colombia-Cundinamarca-Ricaurte,1
2/6/16,Colombia-Cundinamarca-San_Antonio_Del_Tequendama,0
2/6/16,Colombia-Cundinamarca-San_Bernardo,0
2/6/16,Colombia-Cundinamarca-San_Cayetano,0
2/6/16,Colombia-Cundinamarca-San_Francisco,0
2/6/16,Colombia-Cundinamarca-San_Juan_De_Rio_Seco,0
2/6/16,Colombia-Cundinamarca-Sasaima,0
2/6/16,Colombia-Cundinamarca-Sesquile,0
2/6/16,Colombia-Cundinamarca-Sibate,0
2/6/16,Colombia-Cundinamarca-Silvania,2
2/6/16,Colombia-Cundinamarca-Simijaca,0
2/6/16,Colombia-Cundinamarca-Soacha,0
2/6/16,Colombia-Cundinamarca-Sopo,0
2/6/16,Colombia-Cundinamarca-Subachoque,0
2/6/16,Colombia-Cundinamarca-Suesca,0
2/6/16,Colombia-Cundinamarca-Supata,0
2/6/16,Colombia-Cundinamarca-Susa,0
2/6/16,Colombia-Cundinamarca-Sutatausa,0
2/6/16,Colombia-Cundinamarca-Tabio,1
2/6/16,Colombia-Cundinamarca-Tausa,0
2/6/16,Colombia-Cundinamarca-Tena,0
2/6/16,Colombia-Cundinamarca-Tenjo,0
2/6/16,Colombia-Cundinamarca-Tibacuy,0
2/6/16,Colombia-Cundinamarca-Tibirita,0
2/6/16,Colombia-Cundinamarca-Tocaima,1
2/6/16,Colombia-Cundinamarca-Tocancipa,0
2/6/16,Colombia-Cundinamarca-Topaipi,1
2/6/16,Colombia-Cundinamarca-Ubala,0
2/6/16,Colombia-Cundinamarca-Ubaque,0
2/6/16,Colombia-Cundinamarca-Villa_De_San_Diego_De_Ubate,0
2/6/16,Colombia-Cundinamarca-Une,0
2/6/16,Colombia-Cundinamarca-Utica,1
2/6/16,Colombia-Cundinamarca-Vergara,0
2/6/16,Colombia-Cundinamarca-Viani,0
2/6/16,Colombia-Cundinamarca-Villagomez,0
2/6/16,Colombia-Cundinamarca-Villapinzon,0
2/6/16,Colombia-Cundinamarca-Villeta,1
2/6/16,Colombia-Cundinamarca-Viota,1
2/6/16,Colombia-Cundinamarca-Yacopi,0
2/6/16,Colombia-Cundinamarca-Zipacon,0
2/6/16,Colombia-Cundinamarca-Zipaquira,0
2/6/16,Colombia-Choco-Unknown,0
2/6/16,Colombia-Choco-Quibdo,0
2/6/16,Colombia-Choco-Acandi,0
2/6/16,Colombia-Choco-Alto_Baudo,0
2/6/16,Colombia-Choco-Atrato,0
2/6/16,Colombia-Choco-Bagado,0
2/6/16,Colombia-Choco-Bahia_Solano,0
2/6/16,Colombia-Choco-Bajo_Baudo,0
2/6/16,Colombia-Choco-Belen_De_Bajira,0
2/6/16,Colombia-Choco-Bojaya,0
2/6/16,Colombia-Choco-El_Canton_Del_San_Pablo,0
2/6/16,Colombia-Choco-Carmen_Del_Darien,0
2/6/16,Colombia-Choco-Certegui,0
2/6/16,Colombia-Choco-Condoto,0
2/6/16,Colombia-Choco-El_Carmen_De_Atrato,0
2/6/16,Colombia-Choco-El_Litoral_Del_San_Juan,0
2/6/16,Colombia-Choco-Istmina,0
2/6/16,Colombia-Choco-Jurado,0
2/6/16,Colombia-Choco-Lloro,0
2/6/16,Colombia-Choco-Medio_Atrato,0
2/6/16,Colombia-Choco-Medio_Baudo,0
2/6/16,Colombia-Choco-Medio_San_Juan,0
2/6/16,Colombia-Choco-Novita,0
2/6/16,Colombia-Choco-Nuqui,0
2/6/16,Colombia-Choco-Rio_Iro,0
2/6/16,Colombia-Choco-Rio_Quito,0
2/6/16,Colombia-Choco-Riosucio,0
2/6/16,Colombia-Choco-San_Jose_Del_Palmar,0
2/6/16,Colombia-Choco-Sipi,0
2/6/16,Colombia-Choco-Tado,0
2/6/16,Colombia-Choco-Unguia,0
2/6/16,Colombia-Choco-Union_Panamericana,0
2/6/16,Colombia-Huila-Unknown,1
2/6/16,Colombia-Huila-Neiva,119
2/6/16,Colombia-Huila-Acevedo,0
2/6/16,Colombia-Huila-Agrado,1
2/6/16,Colombia-Huila-Aipe,9
2/6/16,Colombia-Huila-Algeciras,3
2/6/16,Colombia-Huila-Altamira,0
2/6/16,Colombia-Huila-Baraya,1
2/6/16,Colombia-Huila-Campoalegre,2
2/6/16,Colombia-Huila-Colombia,0
2/6/16,Colombia-Huila-Elias,0
2/6/16,Colombia-Huila-Garzon,2
2/6/16,Colombia-Huila-Gigante,1
2/6/16,Colombia-Huila-Guadalupe,1
2/6/16,Colombia-Huila-Hobo,2
2/6/16,Colombia-Huila-Iquira,1
2/6/16,Colombia-Huila-Isnos,0
2/6/16,Colombia-Huila-La_Argentina,0
2/6/16,Colombia-Huila-La_Plata,1
2/6/16,Colombia-Huila-Nataga,0
2/6/16,Colombia-Huila-Oporapa,0
2/6/16,Colombia-Huila-Paicol,0
2/6/16,Colombia-Huila-Palermo,2
2/6/16,Colombia-Huila-Palestina,0
2/6/16,Colombia-Huila-Pital,0
2/6/16,Colombia-Huila-Pitalito,0
2/6/16,Colombia-Huila-Rivera,2
2/6/16,Colombia-Huila-Saladoblanco,0
2/6/16,Colombia-Huila-San_Agustin,0
2/6/16,Colombia-Huila-Santa_Maria,0
2/6/16,Colombia-Huila-Suaza,0
2/6/16,Colombia-Huila-Tarqui,1
2/6/16,Colombia-Huila-Tesalia,0
2/6/16,Colombia-Huila-Tello,1
2/6/16,Colombia-Huila-Teruel,0
2/6/16,Colombia-Huila-Timana,0
2/6/16,Colombia-Huila-Villavieja,1
2/6/16,Colombia-Huila-Yaguara,2
2/6/16,Colombia-Guajira-Unknown,0
2/6/16,Colombia-Guajira-Riohacha,5
2/6/16,Colombia-Guajira-Albania,0
2/6/16,Colombia-Guajira-Barrancas,0
2/6/16,Colombia-Guajira-Dibulla,0
2/6/16,Colombia-Guajira-Distraccion,1
2/6/16,Colombia-Guajira-El_Molino,1
2/6/16,Colombia-Guajira-Fonseca,1
2/6/16,Colombia-Guajira-Hatonuevo,0
2/6/16,Colombia-Guajira-La_Jagua_Del_Pilar,0
2/6/16,Colombia-Guajira-Maicao,0
2/6/16,Colombia-Guajira-Manaure,1
2/6/16,Colombia-Guajira-San_Juan_Del_Cesar,4
2/6/16,Colombia-Guajira-Uribia,0
2/6/16,Colombia-Guajira-Urumita,0
2/6/16,Colombia-Guajira-Villanueva,0
2/6/16,Colombia-Sta_Marta_D.E.-Santa_Marta,31
2/6/16,Colombia-Magdalena-Unknown,0
2/6/16,Colombia-Magdalena-Algarrobo,0
2/6/16,Colombia-Magdalena-Aracataca,0
2/6/16,Colombia-Magdalena-Ariguani,0
2/6/16,Colombia-Magdalena-Cerro_San_Antonio,0
2/6/16,Colombia-Magdalena-Chibolo,0
2/6/16,Colombia-Magdalena-Cienaga,39
2/6/16,Colombia-Magdalena-Concordia,0
2/6/16,Colombia-Magdalena-El_Banco,0
2/6/16,Colombia-Magdalena-El_Pinon,0
2/6/16,Colombia-Magdalena-El_Reten,0
2/6/16,Colombia-Magdalena-Fundacion,0
2/6/16,Colombia-Magdalena-Guamal,0
2/6/16,Colombia-Magdalena-Nueva_Granada,0
2/6/16,Colombia-Magdalena-Pedraza,0
2/6/16,Colombia-Magdalena-Pijino_Del_Carmen,0
2/6/16,Colombia-Magdalena-Pivijay,0
2/6/16,Colombia-Magdalena-Plato,0
2/6/16,Colombia-Magdalena-Puebloviejo,0
2/6/16,Colombia-Magdalena-Remolino,0
2/6/16,Colombia-Magdalena-Sabanas_De_San_Angel,0
2/6/16,Colombia-Magdalena-Salamina,0
2/6/16,Colombia-Magdalena-San_Sebastian_De_Buenavista,0
2/6/16,Colombia-Magdalena-San_Zenon,0
2/6/16,Colombia-Magdalena-Santa_Ana,0
2/6/16,Colombia-Magdalena-Santa_Barbara_De_Pinto,0
2/6/16,Colombia-Magdalena-Sitionuevo,0
2/6/16,Colombia-Magdalena-Tenerife,0
2/6/16,Colombia-Magdalena-Zapayan,0
2/6/16,Colombia-Magdalena-Zona_Bananera,0
2/6/16,Colombia-Meta-Unknown,1
2/6/16,Colombia-Meta-Villavicencio,6
2/6/16,Colombia-Meta-Acacias,1
2/6/16,Colombia-Meta-Barranca_De_Upia,0
2/6/16,Colombia-Meta-Cabuyaro,0
2/6/16,Colombia-Meta-Castilla_La_Nueva,0
2/6/16,Colombia-Meta-Cubarral,0
2/6/16,Colombia-Meta-Cumaral,0
2/6/16,Colombia-Meta-El_Calvario,0
2/6/16,Colombia-Meta-El_Castillo,0
2/6/16,Colombia-Meta-El_Dorado,0
2/6/16,Colombia-Meta-Fuente_De_Oro,0
2/6/16,Colombia-Meta-Granada,0
2/6/16,Colombia-Meta-Guamal,1
2/6/16,Colombia-Meta-Mapiripan,0
2/6/16,Colombia-Meta-Mesetas,0
2/6/16,Colombia-Meta-La_Macarena,0
2/6/16,Colombia-Meta-Uribe,0
2/6/16,Colombia-Meta-Lejanias,0
2/6/16,Colombia-Meta-Puerto_Concordia,0
2/6/16,Colombia-Meta-Puerto_Gaitan,1
2/6/16,Colombia-Meta-Puerto_Lopez,0
2/6/16,Colombia-Meta-Puerto_Lleras,0
2/6/16,Colombia-Meta-Puerto_Rico,0
2/6/16,Colombia-Meta-Restrepo,0
2/6/16,Colombia-Meta-San_Carlos_De_Guaroa,0
2/6/16,Colombia-Meta-San_Juan_De_Arama,0
2/6/16,Colombia-Meta-San_Juanito,0
2/6/16,Colombia-Meta-San_Martin,1
2/6/16,Colombia-Meta-Vistahermosa,0
2/6/16,Colombia-Narino-Unknown,0
2/6/16,Colombia-Narino-Pasto,0
2/6/16,Colombia-Narino-Alban,0
2/6/16,Colombia-Narino-Aldana,0
2/6/16,Colombia-Narino-Ancuya,0
2/6/16,Colombia-Narino-Arboleda,0
2/6/16,Colombia-Narino-Barbacoas,1
2/6/16,Colombia-Narino-Belen,0
2/6/16,Colombia-Narino-Buesaco,0
2/6/16,Colombia-Narino-Colon,0
2/6/16,Colombia-Narino-Consaca,0
2/6/16,Colombia-Narino-Contadero,0
2/6/16,Colombia-Narino-Cordoba,0
2/6/16,Colombia-Narino-Cuaspud,0
2/6/16,Colombia-Narino-Cumbal,0
2/6/16,Colombia-Narino-Cumbitara,0
2/6/16,Colombia-Narino-Chachagui,0
2/6/16,Colombia-Narino-El_Charco,0
2/6/16,Colombia-Narino-El_Penol,0
2/6/16,Colombia-Narino-El_Rosario,0
2/6/16,Colombia-Narino-El_Tablon_De_Gomez,0
2/6/16,Colombia-Narino-El_Tambo,0
2/6/16,Colombia-Narino-Funes,0
2/6/16,Colombia-Narino-Guachucal,0
2/6/16,Colombia-Narino-Guaitarilla,0
2/6/16,Colombia-Narino-Gualmatan,0
2/6/16,Colombia-Narino-Iles,0
2/6/16,Colombia-Narino-Imues,0
2/6/16,Colombia-Narino-Ipiales,1
2/6/16,Colombia-Narino-La_Cruz,0
2/6/16,Colombia-Narino-La_Florida,0
2/6/16,Colombia-Narino-La_Llanada,0
2/6/16,Colombia-Narino-La_Tola,0
2/6/16,Colombia-Narino-La_Union,0
2/6/16,Colombia-Narino-Leiva,0
2/6/16,Colombia-Narino-Linares,0
2/6/16,Colombia-Narino-Los_Andes,0
2/6/16,Colombia-Narino-Magsi,0
2/6/16,Colombia-Narino-Mallama,0
2/6/16,Colombia-Narino-Mosquera,0
2/6/16,Colombia-Narino-Narino,0
2/6/16,Colombia-Narino-Olaya_Herrera,0
2/6/16,Colombia-Narino-Ospina,0
2/6/16,Colombia-Narino-Francisco_Pizarro,0
2/6/16,Colombia-Narino-Policarpa,0
2/6/16,Colombia-Narino-Potosi,0
2/6/16,Colombia-Narino-Providencia,0
2/6/16,Colombia-Narino-Puerres,0
2/6/16,Colombia-Narino-Pupiales,0
2/6/16,Colombia-Narino-Ricaurte,0
2/6/16,Colombia-Narino-Roberto_Payan,0
2/6/16,Colombia-Narino-Samaniego,0
2/6/16,Colombia-Narino-Sandona,0
2/6/16,Colombia-Narino-San_Bernardo,0
2/6/16,Colombia-Narino-San_Lorenzo,0
